OBJECTID,ID,District_Name,Year,Survey_Type,Vaccine,Metric,Value_Percent,Enrollment
1,9211,Academy 20,2017/2018,Kindergarten,,Summary Compliant,82.4,1665
2,9211,Academy 20,2017/2018,Kindergarten,DTaP,Fully Immunized,79.7,1665
3,9211,Academy 20,2017/2018,Kindergarten,DTaP,In Process,2.28,1665
4,9211,Academy 20,2017/2018,Kindergarten,DTaP,IncompleteRecordCount,10.87,1665
5,9211,Academy 20,2017/2018,Kindergarten,DTaP,Medical Exemption,0.06,1665
6,9211,Academy 20,2017/2018,Kindergarten,DTaP,Non-Medical Exemption,6.37,1665
7,9211,Academy 20,2017/2018,Kindergarten,HepB,Fully Immunized,87.09,1665
8,9211,Academy 20,2017/2018,Kindergarten,HepB,In Process,0.42,1665
9,9211,Academy 20,2017/2018,Kindergarten,HepB,IncompleteRecordCount,4.86,1665
10,9211,Academy 20,2017/2018,Kindergarten,HepB,Medical Exemption,0.12,1665
11,9211,Academy 20,2017/2018,Kindergarten,HepB,Non-Medical Exemption,6.73,1665
12,9211,Academy 20,2017/2018,Kindergarten,MMR,Fully Immunized,78.5,1665
13,9211,Academy 20,2017/2018,Kindergarten,MMR,In Process,1.8,1665
14,9211,Academy 20,2017/2018,Kindergarten,MMR,IncompleteRecordCount,12.07,1665
15,9211,Academy 20,2017/2018,Kindergarten,MMR,Medical Exemption,0.12,1665
16,9211,Academy 20,2017/2018,Kindergarten,MMR,Non-Medical Exemption,6.61,1665
17,9211,Academy 20,2017/2018,Kindergarten,Polio,Fully Immunized,78.26,1665
18,9211,Academy 20,2017/2018,Kindergarten,Polio,In Process,2.1,1665
19,9211,Academy 20,2017/2018,Kindergarten,Polio,IncompleteRecordCount,12.25,1665
20,9211,Academy 20,2017/2018,Kindergarten,Polio,Medical Exemption,0.12,1665
21,9211,Academy 20,2017/2018,Kindergarten,Polio,Non-Medical Exemption,6.43,1665
22,9211,Academy 20,2017/2018,Kindergarten,Varicella,Fully Immunized,77.96,1665
23,9211,Academy 20,2017/2018,Kindergarten,Varicella,In Process,1.68,1665
24,9211,Academy 20,2017/2018,Kindergarten,Varicella,IncompleteRecordCount,12.67,1665
25,9211,Academy 20,2017/2018,Kindergarten,Varicella,Medical Exemption,0.3,1665
26,9211,Academy 20,2017/2018,Kindergarten,Varicella,Non-Medical Exemption,6.43,1665
27,9211,Academy 20,2017/2018,School,,Summary Compliant,87.49,25590
28,9211,Academy 20,2017/2018,School,DTaP,Fully Immunized,92.06,25590
29,9211,Academy 20,2017/2018,School,DTaP,In Process,0.41,25590
30,9211,Academy 20,2017/2018,School,DTaP,IncompleteRecordCount,3.21,25590
31,9211,Academy 20,2017/2018,School,DTaP,Medical Exemption,0.06,25590
32,9211,Academy 20,2017/2018,School,DTaP,Non-Medical Exemption,3.68,25590
33,9211,Academy 20,2017/2018,School,HepB,Fully Immunized,91.63,25590
34,9211,Academy 20,2017/2018,School,HepB,In Process,0.36,25590
35,9211,Academy 20,2017/2018,School,HepB,IncompleteRecordCount,3.52,25590
36,9211,Academy 20,2017/2018,School,HepB,Medical Exemption,0.14,25590
37,9211,Academy 20,2017/2018,School,HepB,Non-Medical Exemption,3.86,25590
38,9211,Academy 20,2017/2018,School,MMR,Fully Immunized,91.38,25590
39,9211,Academy 20,2017/2018,School,MMR,In Process,0.34,25590
40,9211,Academy 20,2017/2018,School,MMR,IncompleteRecordCount,3.56,25590
41,9211,Academy 20,2017/2018,School,MMR,Medical Exemption,0.13,25590
42,9211,Academy 20,2017/2018,School,MMR,Non-Medical Exemption,3.99,25590
43,9211,Academy 20,2017/2018,School,Polio,Fully Immunized,91.13,25590
44,9211,Academy 20,2017/2018,School,Polio,In Process,0.35,25590
45,9211,Academy 20,2017/2018,School,Polio,IncompleteRecordCount,3.96,25590
46,9211,Academy 20,2017/2018,School,Polio,Medical Exemption,0.08,25590
47,9211,Academy 20,2017/2018,School,Polio,Non-Medical Exemption,3.82,25590
48,9211,Academy 20,2017/2018,School,Tdap,Fully Immunized,73.73,17272
49,9211,Academy 20,2017/2018,School,Tdap,In Process,0.08,17272
50,9211,Academy 20,2017/2018,School,Tdap,IncompleteRecordCount,4.34,17272
51,9211,Academy 20,2017/2018,School,Tdap,Medical Exemption,0.09,17272
52,9211,Academy 20,2017/2018,School,Tdap,Non-Medical Exemption,3.18,17272
53,9211,Academy 20,2017/2018,School,Varicella,Fully Immunized,88.19,25590
54,9211,Academy 20,2017/2018,School,Varicella,In Process,0.38,25590
55,9211,Academy 20,2017/2018,School,Varicella,IncompleteRecordCount,5.18,25590
56,9211,Academy 20,2017/2018,School,Varicella,Medical Exemption,1.17,25590
57,9211,Academy 20,2017/2018,School,Varicella,Non-Medical Exemption,4.38,25590
58,9211,Academy 20,2018/2019,Kindergarten,,Summary Compliant,74.62,1718
59,9211,Academy 20,2018/2019,Kindergarten,DTaP,Fully Immunized,86.96,1718
60,9211,Academy 20,2018/2019,Kindergarten,DTaP,IncompleteRecordCount,3.49,1718
61,9211,Academy 20,2018/2019,Kindergarten,DTaP,Medical Exemption,0.06,1718
62,9211,Academy 20,2018/2019,Kindergarten,DTaP,Non-Medical Exemption,5.24,1718
63,9211,Academy 20,2018/2019,Kindergarten,HepB,Fully Immunized,84.05,1718
64,9211,Academy 20,2018/2019,Kindergarten,HepB,IncompleteRecordCount,5.24,1718
65,9211,Academy 20,2018/2019,Kindergarten,HepB,Medical Exemption,0.06,1718
66,9211,Academy 20,2018/2019,Kindergarten,HepB,Non-Medical Exemption,6.11,1718
67,9211,Academy 20,2018/2019,Kindergarten,MMR,Fully Immunized,76.83,1718
68,9211,Academy 20,2018/2019,Kindergarten,MMR,IncompleteRecordCount,13.45,1718
69,9211,Academy 20,2018/2019,Kindergarten,MMR,Medical Exemption,0.12,1718
70,9211,Academy 20,2018/2019,Kindergarten,MMR,Non-Medical Exemption,5.12,1718
71,9211,Academy 20,2018/2019,Kindergarten,Polio,Fully Immunized,78.11,1718
72,9211,Academy 20,2018/2019,Kindergarten,Polio,IncompleteRecordCount,11.82,1718
73,9211,Academy 20,2018/2019,Kindergarten,Polio,Medical Exemption,0.06,1718
74,9211,Academy 20,2018/2019,Kindergarten,Polio,Non-Medical Exemption,5.65,1718
75,9211,Academy 20,2018/2019,Kindergarten,Varicella,Fully Immunized,74.97,1718
76,9211,Academy 20,2018/2019,Kindergarten,Varicella,IncompleteRecordCount,13.8,1718
77,9211,Academy 20,2018/2019,Kindergarten,Varicella,Medical Exemption,1.16,1718
78,9211,Academy 20,2018/2019,Kindergarten,Varicella,Non-Medical Exemption,5.36,1718
79,9211,Academy 20,2018/2019,School,,Summary Compliant,86.7,25113
80,9211,Academy 20,2018/2019,School,DTaP,Fully Immunized,93.88,25113
81,9211,Academy 20,2018/2019,School,DTaP,IncompleteRecordCount,1.52,25113
82,9211,Academy 20,2018/2019,School,DTaP,Medical Exemption,0.04,25113
83,9211,Academy 20,2018/2019,School,DTaP,Non-Medical Exemption,2.54,25113
84,9211,Academy 20,2018/2019,School,HepB,Fully Immunized,91.68,25113
85,9211,Academy 20,2018/2019,School,HepB,IncompleteRecordCount,3.22,25113
86,9211,Academy 20,2018/2019,School,HepB,Medical Exemption,0.05,25113
87,9211,Academy 20,2018/2019,School,HepB,Non-Medical Exemption,3.03,25113
88,9211,Academy 20,2018/2019,School,MMR,Fully Immunized,92.63,25113
89,9211,Academy 20,2018/2019,School,MMR,IncompleteRecordCount,3.23,25113
90,9211,Academy 20,2018/2019,School,MMR,Medical Exemption,0.05,25113
91,9211,Academy 20,2018/2019,School,MMR,Non-Medical Exemption,2.05,25113
92,9211,Academy 20,2018/2019,School,Polio,Fully Immunized,92.12,25113
93,9211,Academy 20,2018/2019,School,Polio,IncompleteRecordCount,3.17,25113
94,9211,Academy 20,2018/2019,School,Polio,Medical Exemption,0.03,25113
95,9211,Academy 20,2018/2019,School,Polio,Non-Medical Exemption,2.66,25113
96,9211,Academy 20,2018/2019,School,Tdap,Fully Immunized,51.08,25092
97,9211,Academy 20,2018/2019,School,Tdap,IncompleteRecordCount,4.02,25092
98,9211,Academy 20,2018/2019,School,Varicella,Fully Immunized,90.63,25113
99,9211,Academy 20,2018/2019,School,Varicella,IncompleteRecordCount,4.05,25113
100,9211,Academy 20,2018/2019,School,Varicella,Medical Exemption,1.08,25113
101,9211,Academy 20,2018/2019,School,Varicella,Non-Medical Exemption,2.2,25113
102,9211,Academy 20,2019/2020,Kindergarten,,Summary Compliant,88,1859
103,9211,Academy 20,2019/2020,Kindergarten,DTaP,Fully Immunized,89.51,1859
104,9211,Academy 20,2019/2020,Kindergarten,DTaP,IncompleteRecordCount,0.86,1859
105,9211,Academy 20,2019/2020,Kindergarten,DTaP,Medical Exemption,0.05,1859
106,9211,Academy 20,2019/2020,Kindergarten,DTaP,Non-Medical Exemption,5.65,1859
107,9211,Academy 20,2019/2020,Kindergarten,HepB,Fully Immunized,86.23,1859
108,9211,Academy 20,2019/2020,Kindergarten,HepB,In Process,0.16,1859
109,9211,Academy 20,2019/2020,Kindergarten,HepB,IncompleteRecordCount,2.9,1859
110,9211,Academy 20,2019/2020,Kindergarten,HepB,Medical Exemption,0.05,1859
111,9211,Academy 20,2019/2020,Kindergarten,HepB,Non-Medical Exemption,6.72,1859
112,9211,Academy 20,2019/2020,Kindergarten,MMR,Fully Immunized,85.58,1859
113,9211,Academy 20,2019/2020,Kindergarten,MMR,In Process,0.05,1859
114,9211,Academy 20,2019/2020,Kindergarten,MMR,IncompleteRecordCount,4.79,1859
115,9211,Academy 20,2019/2020,Kindergarten,MMR,Medical Exemption,0.05,1859
116,9211,Academy 20,2019/2020,Kindergarten,MMR,Non-Medical Exemption,5.59,1859
117,9211,Academy 20,2019/2020,Kindergarten,Polio,Fully Immunized,83.75,1859
118,9211,Academy 20,2019/2020,Kindergarten,Polio,In Process,0.05,1859
119,9211,Academy 20,2019/2020,Kindergarten,Polio,IncompleteRecordCount,5.7,1859
120,9211,Academy 20,2019/2020,Kindergarten,Polio,Medical Exemption,0.05,1859
121,9211,Academy 20,2019/2020,Kindergarten,Polio,Non-Medical Exemption,6.51,1859
122,9211,Academy 20,2019/2020,Kindergarten,Varicella,Fully Immunized,84.62,1859
123,9211,Academy 20,2019/2020,Kindergarten,Varicella,In Process,0.05,1859
124,9211,Academy 20,2019/2020,Kindergarten,Varicella,IncompleteRecordCount,5.43,1859
125,9211,Academy 20,2019/2020,Kindergarten,Varicella,Medical Exemption,0.11,1859
126,9211,Academy 20,2019/2020,Kindergarten,Varicella,Non-Medical Exemption,5.86,1859
127,9211,Academy 20,2019/2020,School,,Summary Compliant,90.78,26275
128,9211,Academy 20,2019/2020,School,DTaP,Fully Immunized,94.84,26275
129,9211,Academy 20,2019/2020,School,DTaP,In Process,0.05,26275
130,9211,Academy 20,2019/2020,School,DTaP,IncompleteRecordCount,0.68,26275
131,9211,Academy 20,2019/2020,School,DTaP,Medical Exemption,0.04,26275
132,9211,Academy 20,2019/2020,School,DTaP,Non-Medical Exemption,2.28,26275
133,9211,Academy 20,2019/2020,School,HepB,Fully Immunized,92.99,26275
134,9211,Academy 20,2019/2020,School,HepB,In Process,0.1,26275
135,9211,Academy 20,2019/2020,School,HepB,IncompleteRecordCount,1.95,26275
136,9211,Academy 20,2019/2020,School,HepB,Medical Exemption,0.05,26275
137,9211,Academy 20,2019/2020,School,HepB,Non-Medical Exemption,2.79,26275
138,9211,Academy 20,2019/2020,School,MMR,Fully Immunized,94.58,26275
139,9211,Academy 20,2019/2020,School,MMR,In Process,0.05,26275
140,9211,Academy 20,2019/2020,School,MMR,IncompleteRecordCount,1.48,26275
141,9211,Academy 20,2019/2020,School,MMR,Medical Exemption,0.05,26275
142,9211,Academy 20,2019/2020,School,MMR,Non-Medical Exemption,1.73,26275
143,9211,Academy 20,2019/2020,School,Polio,Fully Immunized,93.27,26275
144,9211,Academy 20,2019/2020,School,Polio,In Process,0.05,26275
145,9211,Academy 20,2019/2020,School,Polio,IncompleteRecordCount,1.96,26275
146,9211,Academy 20,2019/2020,School,Polio,Medical Exemption,0.05,26275
147,9211,Academy 20,2019/2020,School,Polio,Non-Medical Exemption,2.55,26275
148,9211,Academy 20,2019/2020,School,Tdap,Fully Immunized,52.27,26275
149,9211,Academy 20,2019/2020,School,Tdap,IncompleteRecordCount,3.96,26275
150,9211,Academy 20,2019/2020,School,Varicella,Fully Immunized,93.9,26275
151,9211,Academy 20,2019/2020,School,Varicella,In Process,0.07,26275
152,9211,Academy 20,2019/2020,School,Varicella,IncompleteRecordCount,1.96,26275
153,9211,Academy 20,2019/2020,School,Varicella,Medical Exemption,0.08,26275
154,9211,Academy 20,2019/2020,School,Varicella,Non-Medical Exemption,1.87,26275
155,9211,Academy 20,2020/2021,Kindergarten,,Summary Compliant,69.19,1675
156,9211,Academy 20,2020/2021,Kindergarten,DTaP,Fully Immunized,79.4,1675
157,9211,Academy 20,2020/2021,Kindergarten,DTaP,In Process,0.06,1675
158,9211,Academy 20,2020/2021,Kindergarten,DTaP,IncompleteRecordCount,8,1675
159,9211,Academy 20,2020/2021,Kindergarten,DTaP,Medical Exemption,0.06,1675
160,9211,Academy 20,2020/2021,Kindergarten,DTaP,Non-Medical Exemption,3.64,1675
161,9211,Academy 20,2020/2021,Kindergarten,HepB,Fully Immunized,82.99,1675
162,9211,Academy 20,2020/2021,Kindergarten,HepB,In Process,0.12,1675
163,9211,Academy 20,2020/2021,Kindergarten,HepB,IncompleteRecordCount,3.82,1675
164,9211,Academy 20,2020/2021,Kindergarten,HepB,Non-Medical Exemption,4.24,1675
165,9211,Academy 20,2020/2021,Kindergarten,MMR,Fully Immunized,80,1675
166,9211,Academy 20,2020/2021,Kindergarten,MMR,IncompleteRecordCount,7.7,1675
167,9211,Academy 20,2020/2021,Kindergarten,MMR,Medical Exemption,0.12,1675
168,9211,Academy 20,2020/2021,Kindergarten,MMR,Non-Medical Exemption,3.34,1675
169,9211,Academy 20,2020/2021,Kindergarten,Polio,Fully Immunized,78.51,1675
170,9211,Academy 20,2020/2021,Kindergarten,Polio,In Process,0.06,1675
171,9211,Academy 20,2020/2021,Kindergarten,Polio,IncompleteRecordCount,8.78,1675
172,9211,Academy 20,2020/2021,Kindergarten,Polio,Medical Exemption,0.06,1675
173,9211,Academy 20,2020/2021,Kindergarten,Polio,Non-Medical Exemption,3.76,1675
174,9211,Academy 20,2020/2021,Kindergarten,Varicella,Fully Immunized,69.01,1675
175,9211,Academy 20,2020/2021,Kindergarten,Varicella,IncompleteRecordCount,18.75,1675
176,9211,Academy 20,2020/2021,Kindergarten,Varicella,Medical Exemption,0.12,1675
177,9211,Academy 20,2020/2021,Kindergarten,Varicella,Non-Medical Exemption,3.28,1675
178,9211,Academy 20,2020/2021,School,,Summary Compliant,86.83,25384
179,9211,Academy 20,2020/2021,School,DTaP,Fully Immunized,92.64,25384
180,9211,Academy 20,2020/2021,School,DTaP,In Process,0.04,25384
181,9211,Academy 20,2020/2021,School,DTaP,IncompleteRecordCount,1.85,25384
182,9211,Academy 20,2020/2021,School,DTaP,Medical Exemption,0.05,25384
183,9211,Academy 20,2020/2021,School,DTaP,Non-Medical Exemption,2.12,25384
184,9211,Academy 20,2020/2021,School,HepB,Fully Immunized,92.63,25384
185,9211,Academy 20,2020/2021,School,HepB,In Process,0.09,25384
186,9211,Academy 20,2020/2021,School,HepB,IncompleteRecordCount,1.58,25384
187,9211,Academy 20,2020/2021,School,HepB,Medical Exemption,0.05,25384
188,9211,Academy 20,2020/2021,School,HepB,Non-Medical Exemption,2.36,25384
189,9211,Academy 20,2020/2021,School,MMR,Fully Immunized,93.71,25384
190,9211,Academy 20,2020/2021,School,MMR,In Process,0.04,25384
191,9211,Academy 20,2020/2021,School,MMR,IncompleteRecordCount,1.43,25384
192,9211,Academy 20,2020/2021,School,MMR,Medical Exemption,0.06,25384
193,9211,Academy 20,2020/2021,School,MMR,Non-Medical Exemption,1.47,25384
194,9211,Academy 20,2020/2021,School,Polio,Fully Immunized,92.76,25384
195,9211,Academy 20,2020/2021,School,Polio,In Process,0.05,25384
196,9211,Academy 20,2020/2021,School,Polio,IncompleteRecordCount,1.76,25384
197,9211,Academy 20,2020/2021,School,Polio,Medical Exemption,0.06,25384
198,9211,Academy 20,2020/2021,School,Polio,Non-Medical Exemption,2.09,25384
199,9211,Academy 20,2020/2021,School,Tdap,Fully Immunized,75.96,17470
200,9211,Academy 20,2020/2021,School,Tdap,IncompleteRecordCount,5.48,17470
201,9211,Academy 20,2020/2021,School,Varicella,Fully Immunized,90.07,25384
202,9211,Academy 20,2020/2021,School,Varicella,In Process,0.04,25384
203,9211,Academy 20,2020/2021,School,Varicella,IncompleteRecordCount,4.87,25384
204,9211,Academy 20,2020/2021,School,Varicella,Medical Exemption,0.09,25384
205,9211,Academy 20,2020/2021,School,Varicella,Non-Medical Exemption,1.63,25384
206,9211,Academy 20,2021/2022,Kindergarten,,Summary Compliant,71.48,1778
207,9211,Academy 20,2021/2022,Kindergarten,DTaP,Fully Immunized,77,1778
208,9211,Academy 20,2021/2022,Kindergarten,DTaP,In Process,0.11,1778
209,9211,Academy 20,2021/2022,Kindergarten,DTaP,IncompleteRecordCount,7.2,1778
210,9211,Academy 20,2021/2022,Kindergarten,DTaP,Medical Exemption,0.11,1778
211,9211,Academy 20,2021/2022,Kindergarten,DTaP,Non-Medical Exemption,4.78,1778
212,9211,Academy 20,2021/2022,Kindergarten,HepB,Fully Immunized,81.05,1778
213,9211,Academy 20,2021/2022,Kindergarten,HepB,In Process,0.11,1778
214,9211,Academy 20,2021/2022,Kindergarten,HepB,IncompleteRecordCount,2.31,1778
215,9211,Academy 20,2021/2022,Kindergarten,HepB,Medical Exemption,0.06,1778
216,9211,Academy 20,2021/2022,Kindergarten,HepB,Non-Medical Exemption,5.68,1778
217,9211,Academy 20,2021/2022,Kindergarten,MMR,Fully Immunized,77,1778
218,9211,Academy 20,2021/2022,Kindergarten,MMR,In Process,0.17,1778
219,9211,Academy 20,2021/2022,Kindergarten,MMR,IncompleteRecordCount,7.2,1778
220,9211,Academy 20,2021/2022,Kindergarten,MMR,Medical Exemption,0.17,1778
221,9211,Academy 20,2021/2022,Kindergarten,MMR,Non-Medical Exemption,4.67,1778
222,9211,Academy 20,2021/2022,Kindergarten,Polio,Fully Immunized,76.43,1778
223,9211,Academy 20,2021/2022,Kindergarten,Polio,In Process,0.06,1778
224,9211,Academy 20,2021/2022,Kindergarten,Polio,IncompleteRecordCount,7.76,1778
225,9211,Academy 20,2021/2022,Kindergarten,Polio,Medical Exemption,0.11,1778
226,9211,Academy 20,2021/2022,Kindergarten,Polio,Non-Medical Exemption,4.84,1778
227,9211,Academy 20,2021/2022,Kindergarten,Varicella,Fully Immunized,68.73,1778
228,9211,Academy 20,2021/2022,Kindergarten,Varicella,In Process,0.17,1778
229,9211,Academy 20,2021/2022,Kindergarten,Varicella,IncompleteRecordCount,15.3,1778
230,9211,Academy 20,2021/2022,Kindergarten,Varicella,Medical Exemption,0.17,1778
231,9211,Academy 20,2021/2022,Kindergarten,Varicella,Non-Medical Exemption,4.84,1778
232,9211,Academy 20,2021/2022,School,,Summary Compliant,84.05,25982
233,9211,Academy 20,2021/2022,School,DTaP,Fully Immunized,91.91,25982
234,9211,Academy 20,2021/2022,School,DTaP,In Process,0.04,25982
235,9211,Academy 20,2021/2022,School,DTaP,IncompleteRecordCount,2.22,25982
236,9211,Academy 20,2021/2022,School,DTaP,Medical Exemption,0.07,25982
237,9211,Academy 20,2021/2022,School,DTaP,Non-Medical Exemption,2.06,25982
238,9211,Academy 20,2021/2022,School,HepB,Fully Immunized,92.08,25982
239,9211,Academy 20,2021/2022,School,HepB,In Process,0.08,25982
240,9211,Academy 20,2021/2022,School,HepB,IncompleteRecordCount,1.72,25982
241,9211,Academy 20,2021/2022,School,HepB,Medical Exemption,0.07,25982
242,9211,Academy 20,2021/2022,School,HepB,Non-Medical Exemption,2.34,25982
243,9211,Academy 20,2021/2022,School,MMR,Fully Immunized,92.88,25982
244,9211,Academy 20,2021/2022,School,MMR,In Process,0.03,25982
245,9211,Academy 20,2021/2022,School,MMR,IncompleteRecordCount,1.89,25982
246,9211,Academy 20,2021/2022,School,MMR,Medical Exemption,0.08,25982
247,9211,Academy 20,2021/2022,School,MMR,Non-Medical Exemption,1.4,25982
248,9211,Academy 20,2021/2022,School,Polio,Fully Immunized,91.96,25982
249,9211,Academy 20,2021/2022,School,Polio,In Process,0.04,25982
250,9211,Academy 20,2021/2022,School,Polio,IncompleteRecordCount,2.16,25982
251,9211,Academy 20,2021/2022,School,Polio,Medical Exemption,0.07,25982
252,9211,Academy 20,2021/2022,School,Polio,Non-Medical Exemption,2.06,25982
253,9211,Academy 20,2021/2022,School,Tdap,Fully Immunized,73.73,17745
254,9211,Academy 20,2021/2022,School,Tdap,IncompleteRecordCount,7.9,17745
255,9211,Academy 20,2021/2022,School,Varicella,Fully Immunized,88.52,25982
256,9211,Academy 20,2021/2022,School,Varicella,In Process,0.04,25982
257,9211,Academy 20,2021/2022,School,Varicella,IncompleteRecordCount,6.08,25982
258,9211,Academy 20,2021/2022,School,Varicella,Medical Exemption,0.12,25982
259,9211,Academy 20,2021/2022,School,Varicella,Non-Medical Exemption,1.54,25982
260,9211,Academy 20,2022/2023,Kindergarten,,Summary Compliant,75,1788
261,9211,Academy 20,2022/2023,Kindergarten,DTaP,Fully Immunized,81.71,1788
262,9211,Academy 20,2022/2023,Kindergarten,DTaP,In Process,0.22,1788
263,9211,Academy 20,2022/2023,Kindergarten,DTaP,IncompleteRecordCount,6.82,1788
264,9211,Academy 20,2022/2023,Kindergarten,DTaP,Non-Medical Exemption,4.53,1788
265,9211,Academy 20,2022/2023,Kindergarten,HepB,Fully Immunized,84.4,1788
266,9211,Academy 20,2022/2023,Kindergarten,HepB,In Process,0.5,1788
267,9211,Academy 20,2022/2023,Kindergarten,HepB,IncompleteRecordCount,3.24,1788
268,9211,Academy 20,2022/2023,Kindergarten,HepB,Non-Medical Exemption,5.15,1788
269,9211,Academy 20,2022/2023,Kindergarten,MMR,Fully Immunized,81.77,1788
270,9211,Academy 20,2022/2023,Kindergarten,MMR,In Process,0.22,1788
271,9211,Academy 20,2022/2023,Kindergarten,MMR,IncompleteRecordCount,6.77,1788
272,9211,Academy 20,2022/2023,Kindergarten,MMR,Medical Exemption,0.06,1788
273,9211,Academy 20,2022/2023,Kindergarten,MMR,Non-Medical Exemption,4.47,1788
274,9211,Academy 20,2022/2023,Kindergarten,Polio,Fully Immunized,81.21,1788
275,9211,Academy 20,2022/2023,Kindergarten,Polio,In Process,0.34,1788
276,9211,Academy 20,2022/2023,Kindergarten,Polio,IncompleteRecordCount,7.1,1788
277,9211,Academy 20,2022/2023,Kindergarten,Polio,Non-Medical Exemption,4.64,1788
278,9211,Academy 20,2022/2023,Kindergarten,Varicella,Fully Immunized,71.92,1788
279,9211,Academy 20,2022/2023,Kindergarten,Varicella,In Process,0.11,1788
280,9211,Academy 20,2022/2023,Kindergarten,Varicella,IncompleteRecordCount,16.39,1788
281,9211,Academy 20,2022/2023,Kindergarten,Varicella,Medical Exemption,0.11,1788
282,9211,Academy 20,2022/2023,Kindergarten,Varicella,Non-Medical Exemption,4.75,1788
283,9211,Academy 20,2022/2023,School,,Summary Compliant,86.05,26213
284,9211,Academy 20,2022/2023,School,DTaP,Fully Immunized,93.07,26213
285,9211,Academy 20,2022/2023,School,DTaP,In Process,0.05,26213
286,9211,Academy 20,2022/2023,School,DTaP,IncompleteRecordCount,2.17,26213
287,9211,Academy 20,2022/2023,School,DTaP,Medical Exemption,0.1,26213
288,9211,Academy 20,2022/2023,School,DTaP,Non-Medical Exemption,2.01,26213
289,9211,Academy 20,2022/2023,School,HepB,Fully Immunized,93.4,26213
290,9211,Academy 20,2022/2023,School,HepB,In Process,0.1,26213
291,9211,Academy 20,2022/2023,School,HepB,IncompleteRecordCount,1.64,26213
292,9211,Academy 20,2022/2023,School,HepB,Medical Exemption,0.11,26213
293,9211,Academy 20,2022/2023,School,HepB,Non-Medical Exemption,2.16,26213
294,9211,Academy 20,2022/2023,School,MMR,Fully Immunized,94.26,26213
295,9211,Academy 20,2022/2023,School,MMR,In Process,0.03,26213
296,9211,Academy 20,2022/2023,School,MMR,IncompleteRecordCount,1.82,26213
297,9211,Academy 20,2022/2023,School,MMR,Medical Exemption,0.12,26213
298,9211,Academy 20,2022/2023,School,MMR,Non-Medical Exemption,1.17,26213
299,9211,Academy 20,2022/2023,School,Polio,Fully Immunized,93.3,26213
300,9211,Academy 20,2022/2023,School,Polio,In Process,0.07,26213
301,9211,Academy 20,2022/2023,School,Polio,IncompleteRecordCount,2.04,26213
302,9211,Academy 20,2022/2023,School,Polio,Medical Exemption,0.11,26213
303,9211,Academy 20,2022/2023,School,Polio,Non-Medical Exemption,1.88,26213
304,9211,Academy 20,2022/2023,School,Tdap,Fully Immunized,52.06,26154
305,9211,Academy 20,2022/2023,School,Tdap,IncompleteRecordCount,4.08,26154
306,9211,Academy 20,2022/2023,School,Varicella,Fully Immunized,89.09,26213
307,9211,Academy 20,2022/2023,School,Varicella,In Process,0.04,26213
308,9211,Academy 20,2022/2023,School,Varicella,IncompleteRecordCount,6.82,26213
309,9211,Academy 20,2022/2023,School,Varicella,Medical Exemption,0.16,26213
310,9211,Academy 20,2022/2023,School,Varicella,Non-Medical Exemption,1.3,26213
311,9211,Academy 20,2023/2024,Kindergarten,,Summary Compliant,79.56,1458
312,9211,Academy 20,2023/2024,Kindergarten,DTaP,Fully Immunized,82.17,1458
313,9211,Academy 20,2023/2024,Kindergarten,DTaP,IncompleteRecordCount,8.37,1458
314,9211,Academy 20,2023/2024,Kindergarten,DTaP,Medical Exemption,0.21,1458
315,9211,Academy 20,2023/2024,Kindergarten,DTaP,Non-Medical Exemption,0.21,1458
316,9211,Academy 20,2023/2024,Kindergarten,HepB,Fully Immunized,87.59,1458
317,9211,Academy 20,2023/2024,Kindergarten,HepB,IncompleteRecordCount,2.95,1458
318,9211,Academy 20,2023/2024,Kindergarten,HepB,Medical Exemption,0.21,1458
319,9211,Academy 20,2023/2024,Kindergarten,HepB,Non-Medical Exemption,0.21,1458
320,9211,Academy 20,2023/2024,Kindergarten,MMR,Fully Immunized,82.58,1458
321,9211,Academy 20,2023/2024,Kindergarten,MMR,IncompleteRecordCount,7.75,1458
322,9211,Academy 20,2023/2024,Kindergarten,MMR,Medical Exemption,0.41,1458
323,9211,Academy 20,2023/2024,Kindergarten,MMR,Non-Medical Exemption,0.21,1458
324,9211,Academy 20,2023/2024,Kindergarten,Polio,Fully Immunized,81.96,1458
325,9211,Academy 20,2023/2024,Kindergarten,Polio,IncompleteRecordCount,8.57,1458
326,9211,Academy 20,2023/2024,Kindergarten,Polio,Medical Exemption,0.21,1458
327,9211,Academy 20,2023/2024,Kindergarten,Polio,Non-Medical Exemption,0.21,1458
328,9211,Academy 20,2023/2024,Kindergarten,Varicella,Fully Immunized,82.1,1458
329,9211,Academy 20,2023/2024,Kindergarten,Varicella,IncompleteRecordCount,8.3,1458
330,9211,Academy 20,2023/2024,Kindergarten,Varicella,Medical Exemption,0.34,1458
331,9211,Academy 20,2023/2024,Kindergarten,Varicella,Non-Medical Exemption,0.21,1458
332,9211,Academy 20,2023/2024,School,,Summary Compliant,83.89,24876
333,9211,Academy 20,2023/2024,School,DTaP,Fully Immunized,91.3,24876
334,9211,Academy 20,2023/2024,School,DTaP,IncompleteRecordCount,3.54,24876
335,9211,Academy 20,2023/2024,School,DTaP,Medical Exemption,0.14,24876
336,9211,Academy 20,2023/2024,School,DTaP,Non-Medical Exemption,0.08,24876
337,9211,Academy 20,2023/2024,School,HepB,Fully Immunized,91.92,24876
