OBJECTID,ID,District_Name,Year,Survey_Type,Vaccine,Metric,Value_Percent,Enrollment
40548,9385,Valley RE-1,2019/2020,Kindergarten,MMR,Non-Medical Exemption,5.71,175
40549,9385,Valley RE-1,2019/2020,Kindergarten,Polio,Fully Immunized,93.14,175
40550,9385,Valley RE-1,2019/2020,Kindergarten,Polio,In Process,0.57,175
40551,9385,Valley RE-1,2019/2020,Kindergarten,Polio,IncompleteRecordCount,0.57,175
40552,9385,Valley RE-1,2019/2020,Kindergarten,Polio,Non-Medical Exemption,5.71,175
40553,9385,Valley RE-1,2019/2020,Kindergarten,Varicella,Fully Immunized,93.14,175
40554,9385,Valley RE-1,2019/2020,Kindergarten,Varicella,IncompleteRecordCount,1.14,175
40555,9385,Valley RE-1,2019/2020,Kindergarten,Varicella,Non-Medical Exemption,5.71,175
40556,9385,Valley RE-1,2019/2020,School,,Summary Compliant,98.99,2070
40557,9385,Valley RE-1,2019/2020,School,DTaP,Fully Immunized,97.15,2070
40558,9385,Valley RE-1,2019/2020,School,DTaP,In Process,0.19,2070
40559,9385,Valley RE-1,2019/2020,School,DTaP,IncompleteRecordCount,0.1,2070
40560,9385,Valley RE-1,2019/2020,School,DTaP,Medical Exemption,0.19,2070
40561,9385,Valley RE-1,2019/2020,School,DTaP,Non-Medical Exemption,2.13,2070
40562,9385,Valley RE-1,2019/2020,School,HepB,Fully Immunized,97.78,2070
40563,9385,Valley RE-1,2019/2020,School,HepB,In Process,0.05,2070
40564,9385,Valley RE-1,2019/2020,School,HepB,IncompleteRecordCount,0.05,2070
40565,9385,Valley RE-1,2019/2020,School,HepB,Medical Exemption,0.05,2070
40566,9385,Valley RE-1,2019/2020,School,HepB,Non-Medical Exemption,1.93,2070
40567,9385,Valley RE-1,2019/2020,School,MMR,Fully Immunized,97.49,2070
40568,9385,Valley RE-1,2019/2020,School,MMR,IncompleteRecordCount,0.14,2070
40569,9385,Valley RE-1,2019/2020,School,MMR,Medical Exemption,0.19,2070
40570,9385,Valley RE-1,2019/2020,School,MMR,Non-Medical Exemption,1.98,2070
40571,9385,Valley RE-1,2019/2020,School,Polio,Fully Immunized,97.2,2070
40572,9385,Valley RE-1,2019/2020,School,Polio,In Process,0.14,2070
40573,9385,Valley RE-1,2019/2020,School,Polio,IncompleteRecordCount,0.1,2070
40574,9385,Valley RE-1,2019/2020,School,Polio,Medical Exemption,0.24,2070
40575,9385,Valley RE-1,2019/2020,School,Polio,Non-Medical Exemption,2.03,2070
40576,9385,Valley RE-1,2019/2020,School,Tdap,Fully Immunized,96.42,1061
40577,9385,Valley RE-1,2019/2020,School,Tdap,IncompleteRecordCount,0.19,1061
40578,9385,Valley RE-1,2019/2020,School,Tdap,Medical Exemption,0.19,1061
40579,9385,Valley RE-1,2019/2020,School,Tdap,Non-Medical Exemption,2.36,1061
40580,9385,Valley RE-1,2019/2020,School,Varicella,Fully Immunized,96.23,2070
40581,9385,Valley RE-1,2019/2020,School,Varicella,IncompleteRecordCount,0.29,2070
40582,9385,Valley RE-1,2019/2020,School,Varicella,Medical Exemption,0.97,2070
40583,9385,Valley RE-1,2019/2020,School,Varicella,Non-Medical Exemption,2.22,2070
40584,9385,Valley RE-1,2020/2021,Kindergarten,,Summary Compliant,99.3,143
40585,9385,Valley RE-1,2020/2021,Kindergarten,DTaP,Fully Immunized,94.41,143
40586,9385,Valley RE-1,2020/2021,Kindergarten,DTaP,In Process,0.7,143
40587,9385,Valley RE-1,2020/2021,Kindergarten,DTaP,IncompleteRecordCount,0.7,143
40588,9385,Valley RE-1,2020/2021,Kindergarten,DTaP,Non-Medical Exemption,4.2,143
40589,9385,Valley RE-1,2020/2021,Kindergarten,HepB,Fully Immunized,96.5,143
40590,9385,Valley RE-1,2020/2021,Kindergarten,HepB,Non-Medical Exemption,3.5,143
40591,9385,Valley RE-1,2020/2021,Kindergarten,MMR,Fully Immunized,95.8,143
40592,9385,Valley RE-1,2020/2021,Kindergarten,MMR,IncompleteRecordCount,0.7,143
40593,9385,Valley RE-1,2020/2021,Kindergarten,MMR,Non-Medical Exemption,3.5,143
40594,9385,Valley RE-1,2020/2021,Kindergarten,Polio,Fully Immunized,94.41,143
40595,9385,Valley RE-1,2020/2021,Kindergarten,Polio,In Process,0.7,143
40596,9385,Valley RE-1,2020/2021,Kindergarten,Polio,IncompleteRecordCount,0.7,143
40597,9385,Valley RE-1,2020/2021,Kindergarten,Polio,Non-Medical Exemption,4.2,143
40598,9385,Valley RE-1,2020/2021,Kindergarten,Varicella,Fully Immunized,95.1,143
40599,9385,Valley RE-1,2020/2021,Kindergarten,Varicella,IncompleteRecordCount,0.7,143
40600,9385,Valley RE-1,2020/2021,Kindergarten,Varicella,Non-Medical Exemption,4.2,143
40601,9385,Valley RE-1,2020/2021,School,,Summary Compliant,99.33,1939
40602,9385,Valley RE-1,2020/2021,School,DTaP,Fully Immunized,97.73,1939
40603,9385,Valley RE-1,2020/2021,School,DTaP,In Process,0.05,1939
40604,9385,Valley RE-1,2020/2021,School,DTaP,IncompleteRecordCount,0.31,1939
40605,9385,Valley RE-1,2020/2021,School,DTaP,Medical Exemption,0.1,1939
40606,9385,Valley RE-1,2020/2021,School,DTaP,Non-Medical Exemption,1.81,1939
40607,9385,Valley RE-1,2020/2021,School,HepB,Fully Immunized,98.25,1939
40608,9385,Valley RE-1,2020/2021,School,HepB,IncompleteRecordCount,0.31,1939
40609,9385,Valley RE-1,2020/2021,School,HepB,Medical Exemption,0.1,1939
40610,9385,Valley RE-1,2020/2021,School,HepB,Non-Medical Exemption,1.34,1939
40611,9385,Valley RE-1,2020/2021,School,MMR,Fully Immunized,97.89,1939
40612,9385,Valley RE-1,2020/2021,School,MMR,IncompleteRecordCount,0.36,1939
40613,9385,Valley RE-1,2020/2021,School,MMR,Medical Exemption,0.15,1939
40614,9385,Valley RE-1,2020/2021,School,MMR,Non-Medical Exemption,1.6,1939
40615,9385,Valley RE-1,2020/2021,School,Polio,Fully Immunized,97.94,1939
40616,9385,Valley RE-1,2020/2021,School,Polio,In Process,0.05,1939
40617,9385,Valley RE-1,2020/2021,School,Polio,IncompleteRecordCount,0.26,1939
40618,9385,Valley RE-1,2020/2021,School,Polio,Medical Exemption,0.1,1939
40619,9385,Valley RE-1,2020/2021,School,Polio,Non-Medical Exemption,1.65,1939
40620,9385,Valley RE-1,2020/2021,School,Tdap,Fully Immunized,88.82,1109
40621,9385,Valley RE-1,2020/2021,School,Tdap,IncompleteRecordCount,1.08,1109
40622,9385,Valley RE-1,2020/2021,School,Tdap,Non-Medical Exemption,1.26,1109
40623,9385,Valley RE-1,2020/2021,School,Varicella,Fully Immunized,96.85,1939
40624,9385,Valley RE-1,2020/2021,School,Varicella,IncompleteRecordCount,0.31,1939
40625,9385,Valley RE-1,2020/2021,School,Varicella,Medical Exemption,0.98,1939
40626,9385,Valley RE-1,2020/2021,School,Varicella,Non-Medical Exemption,1.86,1939
40627,9385,Valley RE-1,2021/2022,Kindergarten,,Summary Compliant,98.63,146
40628,9385,Valley RE-1,2021/2022,Kindergarten,DTaP,Fully Immunized,97.26,146
40629,9385,Valley RE-1,2021/2022,Kindergarten,DTaP,In Process,0.68,146
40630,9385,Valley RE-1,2021/2022,Kindergarten,DTaP,IncompleteRecordCount,0.68,146
40631,9385,Valley RE-1,2021/2022,Kindergarten,DTaP,Non-Medical Exemption,1.37,146
40632,9385,Valley RE-1,2021/2022,Kindergarten,HepB,Fully Immunized,97.26,146
40633,9385,Valley RE-1,2021/2022,Kindergarten,HepB,In Process,0.68,146
40634,9385,Valley RE-1,2021/2022,Kindergarten,HepB,IncompleteRecordCount,0.68,146
40635,9385,Valley RE-1,2021/2022,Kindergarten,HepB,Medical Exemption,0.68,146
40636,9385,Valley RE-1,2021/2022,Kindergarten,HepB,Non-Medical Exemption,0.68,146
40637,9385,Valley RE-1,2021/2022,Kindergarten,MMR,Fully Immunized,97.26,146
40638,9385,Valley RE-1,2021/2022,Kindergarten,MMR,In Process,0.68,146
40639,9385,Valley RE-1,2021/2022,Kindergarten,MMR,IncompleteRecordCount,0.68,146
40640,9385,Valley RE-1,2021/2022,Kindergarten,MMR,Non-Medical Exemption,1.37,146
40641,9385,Valley RE-1,2021/2022,Kindergarten,Polio,Fully Immunized,97.26,146
40642,9385,Valley RE-1,2021/2022,Kindergarten,Polio,In Process,0.68,146
40643,9385,Valley RE-1,2021/2022,Kindergarten,Polio,IncompleteRecordCount,0.68,146
40644,9385,Valley RE-1,2021/2022,Kindergarten,Polio,Non-Medical Exemption,1.37,146
40645,9385,Valley RE-1,2021/2022,Kindergarten,Varicella,Fully Immunized,95.21,146
40646,9385,Valley RE-1,2021/2022,Kindergarten,Varicella,In Process,0.68,146
40647,9385,Valley RE-1,2021/2022,Kindergarten,Varicella,IncompleteRecordCount,1.37,146
40648,9385,Valley RE-1,2021/2022,Kindergarten,Varicella,Non-Medical Exemption,2.74,146
40649,9385,Valley RE-1,2021/2022,School,,Summary Compliant,98.5,1865
40650,9385,Valley RE-1,2021/2022,School,DTaP,Fully Immunized,97.75,1865
40651,9385,Valley RE-1,2021/2022,School,DTaP,In Process,0.05,1865
40652,9385,Valley RE-1,2021/2022,School,DTaP,IncompleteRecordCount,0.48,1865
40653,9385,Valley RE-1,2021/2022,School,DTaP,Medical Exemption,0.11,1865
40654,9385,Valley RE-1,2021/2022,School,DTaP,Non-Medical Exemption,1.61,1865
40655,9385,Valley RE-1,2021/2022,School,HepB,Fully Immunized,97.86,1865
40656,9385,Valley RE-1,2021/2022,School,HepB,In Process,0.11,1865
40657,9385,Valley RE-1,2021/2022,School,HepB,IncompleteRecordCount,0.59,1865
40658,9385,Valley RE-1,2021/2022,School,HepB,Medical Exemption,0.11,1865
40659,9385,Valley RE-1,2021/2022,School,HepB,Non-Medical Exemption,1.34,1865
40660,9385,Valley RE-1,2021/2022,School,MMR,Fully Immunized,97.69,1865
40661,9385,Valley RE-1,2021/2022,School,MMR,In Process,0.11,1865
40662,9385,Valley RE-1,2021/2022,School,MMR,IncompleteRecordCount,0.54,1865
40663,9385,Valley RE-1,2021/2022,School,MMR,Medical Exemption,0.16,1865
40664,9385,Valley RE-1,2021/2022,School,MMR,Non-Medical Exemption,1.5,1865
40665,9385,Valley RE-1,2021/2022,School,Polio,Fully Immunized,97.64,1865
40666,9385,Valley RE-1,2021/2022,School,Polio,In Process,0.11,1865
40667,9385,Valley RE-1,2021/2022,School,Polio,IncompleteRecordCount,0.59,1865
40668,9385,Valley RE-1,2021/2022,School,Polio,Medical Exemption,0.11,1865
40669,9385,Valley RE-1,2021/2022,School,Polio,Non-Medical Exemption,1.55,1865
40670,9385,Valley RE-1,2021/2022,School,Tdap,Fully Immunized,86.69,1089
40671,9385,Valley RE-1,2021/2022,School,Tdap,In Process,0.18,1089
40672,9385,Valley RE-1,2021/2022,School,Tdap,IncompleteRecordCount,1.93,1089
40673,9385,Valley RE-1,2021/2022,School,Tdap,Medical Exemption,0.18,1089
40674,9385,Valley RE-1,2021/2022,School,Tdap,Non-Medical Exemption,1.38,1089
40675,9385,Valley RE-1,2021/2022,School,Varicella,Fully Immunized,97.21,1865
40676,9385,Valley RE-1,2021/2022,School,Varicella,In Process,0.16,1865
40677,9385,Valley RE-1,2021/2022,School,Varicella,IncompleteRecordCount,0.64,1865
40678,9385,Valley RE-1,2021/2022,School,Varicella,Medical Exemption,0.21,1865
40679,9385,Valley RE-1,2021/2022,School,Varicella,Non-Medical Exemption,1.77,1865
40680,9385,Valley RE-1,2022/2023,Kindergarten,,Summary Compliant,98.1,158
40681,9385,Valley RE-1,2022/2023,Kindergarten,DTaP,Fully Immunized,93.67,158
40682,9385,Valley RE-1,2022/2023,Kindergarten,DTaP,In Process,2.53,158
40683,9385,Valley RE-1,2022/2023,Kindergarten,DTaP,IncompleteRecordCount,1.9,158
40684,9385,Valley RE-1,2022/2023,Kindergarten,DTaP,Non-Medical Exemption,1.9,158
40685,9385,Valley RE-1,2022/2023,Kindergarten,HepB,Fully Immunized,98.1,158
40686,9385,Valley RE-1,2022/2023,Kindergarten,HepB,IncompleteRecordCount,0.63,158
40687,9385,Valley RE-1,2022/2023,Kindergarten,HepB,Non-Medical Exemption,1.27,158
40688,9385,Valley RE-1,2022/2023,Kindergarten,MMR,Fully Immunized,97.47,158
40689,9385,Valley RE-1,2022/2023,Kindergarten,MMR,In Process,0.63,158
40690,9385,Valley RE-1,2022/2023,Kindergarten,MMR,IncompleteRecordCount,0.63,158
40691,9385,Valley RE-1,2022/2023,Kindergarten,MMR,Non-Medical Exemption,1.27,158
40692,9385,Valley RE-1,2022/2023,Kindergarten,Polio,Fully Immunized,95.57,158
40693,9385,Valley RE-1,2022/2023,Kindergarten,Polio,In Process,1.9,158
40694,9385,Valley RE-1,2022/2023,Kindergarten,Polio,IncompleteRecordCount,0.63,158
40695,9385,Valley RE-1,2022/2023,Kindergarten,Polio,Non-Medical Exemption,1.9,158
40696,9385,Valley RE-1,2022/2023,Kindergarten,Varicella,Fully Immunized,96.2,158
40697,9385,Valley RE-1,2022/2023,Kindergarten,Varicella,In Process,1.9,158
40698,9385,Valley RE-1,2022/2023,Kindergarten,Varicella,Non-Medical Exemption,1.9,158
40699,9385,Valley RE-1,2022/2023,School,,Summary Compliant,98.7,1847
40700,9385,Valley RE-1,2022/2023,School,DTaP,Fully Immunized,96.37,1847
40701,9385,Valley RE-1,2022/2023,School,DTaP,In Process,0.38,1847
40702,9385,Valley RE-1,2022/2023,School,DTaP,IncompleteRecordCount,0.81,1847
40703,9385,Valley RE-1,2022/2023,School,DTaP,Medical Exemption,0.05,1847
40704,9385,Valley RE-1,2022/2023,School,DTaP,Non-Medical Exemption,2.38,1847
40705,9385,Valley RE-1,2022/2023,School,HepB,Fully Immunized,97.29,1847
40706,9385,Valley RE-1,2022/2023,School,HepB,In Process,0.27,1847
40707,9385,Valley RE-1,2022/2023,School,HepB,IncompleteRecordCount,0.43,1847
40708,9385,Valley RE-1,2022/2023,School,HepB,Medical Exemption,0.05,1847
40709,9385,Valley RE-1,2022/2023,School,HepB,Non-Medical Exemption,1.95,1847
40710,9385,Valley RE-1,2022/2023,School,MMR,Fully Immunized,97.02,1847
40711,9385,Valley RE-1,2022/2023,School,MMR,In Process,0.27,1847
40712,9385,Valley RE-1,2022/2023,School,MMR,IncompleteRecordCount,0.54,1847
40713,9385,Valley RE-1,2022/2023,School,MMR,Medical Exemption,0.11,1847
40714,9385,Valley RE-1,2022/2023,School,MMR,Non-Medical Exemption,2.06,1847
40715,9385,Valley RE-1,2022/2023,School,Polio,Fully Immunized,96.91,1847
40716,9385,Valley RE-1,2022/2023,School,Polio,In Process,0.38,1847
40717,9385,Valley RE-1,2022/2023,School,Polio,IncompleteRecordCount,0.32,1847
40718,9385,Valley RE-1,2022/2023,School,Polio,Medical Exemption,0.05,1847
40719,9385,Valley RE-1,2022/2023,School,Polio,Non-Medical Exemption,2.33,1847
40720,9385,Valley RE-1,2022/2023,School,Tdap,Fully Immunized,87.36,1060
40721,9385,Valley RE-1,2022/2023,School,Tdap,In Process,0.47,1060
40722,9385,Valley RE-1,2022/2023,School,Tdap,IncompleteRecordCount,0.85,1060
40723,9385,Valley RE-1,2022/2023,School,Tdap,Medical Exemption,0.09,1060
40724,9385,Valley RE-1,2022/2023,School,Tdap,Non-Medical Exemption,1.79,1060
40725,9385,Valley RE-1,2022/2023,School,Varicella,Fully Immunized,96.26,1847
40726,9385,Valley RE-1,2022/2023,School,Varicella,In Process,0.38,1847
40727,9385,Valley RE-1,2022/2023,School,Varicella,IncompleteRecordCount,0.65,1847
40728,9385,Valley RE-1,2022/2023,School,Varicella,Medical Exemption,0.38,1847
40729,9385,Valley RE-1,2022/2023,School,Varicella,Non-Medical Exemption,2.33,1847
40730,9385,Valley RE-1,2023/2024,Kindergarten,,Summary Compliant,100,154
40731,9385,Valley RE-1,2023/2024,Kindergarten,DTaP,Fully Immunized,96.75,154
40732,9385,Valley RE-1,2023/2024,Kindergarten,DTaP,In Process,1.3,154
40733,9385,Valley RE-1,2023/2024,Kindergarten,DTaP,Non-Medical Exemption,1.95,154
40734,9385,Valley RE-1,2023/2024,Kindergarten,HepB,Fully Immunized,98.05,154
40735,9385,Valley RE-1,2023/2024,Kindergarten,HepB,Non-Medical Exemption,1.95,154
40736,9385,Valley RE-1,2023/2024,Kindergarten,MMR,Fully Immunized,98.05,154
40737,9385,Valley RE-1,2023/2024,Kindergarten,MMR,Non-Medical Exemption,1.95,154
40738,9385,Valley RE-1,2023/2024,Kindergarten,Polio,Fully Immunized,97.4,154
40739,9385,Valley RE-1,2023/2024,Kindergarten,Polio,In Process,0.65,154
40740,9385,Valley RE-1,2023/2024,Kindergarten,Polio,Non-Medical Exemption,1.95,154
40741,9385,Valley RE-1,2023/2024,Kindergarten,Varicella,Fully Immunized,96.1,154
40742,9385,Valley RE-1,2023/2024,Kindergarten,Varicella,In Process,1.95,154
40743,9385,Valley RE-1,2023/2024,Kindergarten,Varicella,Non-Medical Exemption,1.95,154
40744,9385,Valley RE-1,2023/2024,School,,Summary Compliant,99.55,1784
40745,9385,Valley RE-1,2023/2024,School,DTaP,Fully Immunized,96.8,1784
40746,9385,Valley RE-1,2023/2024,School,DTaP,In Process,0.39,1784
40747,9385,Valley RE-1,2023/2024,School,DTaP,IncompleteRecordCount,0.39,1784
40748,9385,Valley RE-1,2023/2024,School,DTaP,Medical Exemption,0.06,1784
40749,9385,Valley RE-1,2023/2024,School,DTaP,Non-Medical Exemption,2.35,1784
40750,9385,Valley RE-1,2023/2024,School,HepB,Fully Immunized,97.48,1784
40751,9385,Valley RE-1,2023/2024,School,HepB,In Process,0.17,1784
40752,9385,Valley RE-1,2023/2024,School,HepB,IncompleteRecordCount,0.22,1784
40753,9385,Valley RE-1,2023/2024,School,HepB,Medical Exemption,0.06,1784
40754,9385,Valley RE-1,2023/2024,School,HepB,Non-Medical Exemption,2.07,1784
40755,9385,Valley RE-1,2023/2024,School,MMR,Fully Immunized,97.09,1784
40756,9385,Valley RE-1,2023/2024,School,MMR,In Process,0.17,1784
40757,9385,Valley RE-1,2023/2024,School,MMR,IncompleteRecordCount,0.34,1784
40758,9385,Valley RE-1,2023/2024,School,MMR,Medical Exemption,0.11,1784
40759,9385,Valley RE-1,2023/2024,School,MMR,Non-Medical Exemption,2.3,1784
40760,9385,Valley RE-1,2023/2024,School,Polio,Fully Immunized,97.03,1784
40761,9385,Valley RE-1,2023/2024,School,Polio,In Process,0.17,1784
40762,9385,Valley RE-1,2023/2024,School,Polio,IncompleteRecordCount,0.39,1784
40763,9385,Valley RE-1,2023/2024,School,Polio,Medical Exemption,0.06,1784
40764,9385,Valley RE-1,2023/2024,School,Polio,Non-Medical Exemption,2.35,1784
40765,9385,Valley RE-1,2023/2024,School,Tdap,Fully Immunized,96.17,1018
40766,9385,Valley RE-1,2023/2024,School,Tdap,In Process,0.2,1018
40767,9385,Valley RE-1,2023/2024,School,Tdap,IncompleteRecordCount,0.39,1018
40768,9385,Valley RE-1,2023/2024,School,Tdap,Medical Exemption,0.1,1018
40769,9385,Valley RE-1,2023/2024,School,Tdap,Non-Medical Exemption,3.14,1018
40770,9385,Valley RE-1,2023/2024,School,Varicella,Fully Immunized,96.41,1784
40771,9385,Valley RE-1,2023/2024,School,Varicella,In Process,0.5,1784
40772,9385,Valley RE-1,2023/2024,School,Varicella,IncompleteRecordCount,0.28,1784
40773,9385,Valley RE-1,2023/2024,School,Varicella,Medical Exemption,0.39,1784
40774,9385,Valley RE-1,2023/2024,School,Varicella,Non-Medical Exemption,2.41,1784
40775,9386,Vilas RE-5,2017/2018,Kindergarten,,Summary Compliant,100,3
40776,9386,Vilas RE-5,2017/2018,Kindergarten,DTaP,Fully Immunized,66.67,3
40777,9386,Vilas RE-5,2017/2018,Kindergarten,DTaP,Non-Medical Exemption,33.33,3
40778,9386,Vilas RE-5,2017/2018,Kindergarten,HepB,Fully Immunized,66.67,3
40779,9386,Vilas RE-5,2017/2018,Kindergarten,HepB,Non-Medical Exemption,33.33,3
40780,9386,Vilas RE-5,2017/2018,Kindergarten,MMR,Fully Immunized,66.67,3
40781,9386,Vilas RE-5,2017/2018,Kindergarten,MMR,Non-Medical Exemption,33.33,3
40782,9386,Vilas RE-5,2017/2018,Kindergarten,Polio,Fully Immunized,66.67,3
40783,9386,Vilas RE-5,2017/2018,Kindergarten,Polio,Non-Medical Exemption,33.33,3
40784,9386,Vilas RE-5,2017/2018,Kindergarten,Varicella,Fully Immunized,66.67,3
40785,9386,Vilas RE-5,2017/2018,Kindergarten,Varicella,Non-Medical Exemption,33.33,3
40786,9386,Vilas RE-5,2017/2018,School,,Summary Compliant,100,45
40787,9386,Vilas RE-5,2017/2018,School,DTaP,Fully Immunized,93.33,45
40788,9386,Vilas RE-5,2017/2018,School,DTaP,Non-Medical Exemption,6.67,45
40789,9386,Vilas RE-5,2017/2018,School,HepB,Fully Immunized,93.33,45
40790,9386,Vilas RE-5,2017/2018,School,HepB,Non-Medical Exemption,6.67,45
40791,9386,Vilas RE-5,2017/2018,School,MMR,Fully Immunized,93.33,45
40792,9386,Vilas RE-5,2017/2018,School,MMR,Non-Medical Exemption,6.67,45
40793,9386,Vilas RE-5,2017/2018,School,Polio,Fully Immunized,93.33,45
40794,9386,Vilas RE-5,2017/2018,School,Polio,Non-Medical Exemption,6.67,45
40795,9386,Vilas RE-5,2017/2018,School,Tdap,Fully Immunized,46.67,45
40796,9386,Vilas RE-5,2017/2018,School,Varicella,Fully Immunized,93.33,45
40797,9386,Vilas RE-5,2017/2018,School,Varicella,Non-Medical Exemption,6.67,45
40798,9386,Vilas RE-5,2018/2019,School,,Summary Compliant,100,44
40799,9386,Vilas RE-5,2018/2019,School,DTaP,Fully Immunized,97.73,44
40800,9386,Vilas RE-5,2018/2019,School,DTaP,Non-Medical Exemption,2.27,44
40801,9386,Vilas RE-5,2018/2019,School,HepB,Fully Immunized,97.73,44
40802,9386,Vilas RE-5,2018/2019,School,HepB,Non-Medical Exemption,2.27,44
40803,9386,Vilas RE-5,2018/2019,School,MMR,Fully Immunized,97.73,44
40804,9386,Vilas RE-5,2018/2019,School,MMR,Non-Medical Exemption,2.27,44
40805,9386,Vilas RE-5,2018/2019,School,Polio,Fully Immunized,97.73,44
40806,9386,Vilas RE-5,2018/2019,School,Polio,Non-Medical Exemption,2.27,44
40807,9386,Vilas RE-5,2018/2019,School,Tdap,Fully Immunized,68.18,44
40808,9386,Vilas RE-5,2018/2019,School,Varicella,Fully Immunized,97.73,44
40809,9386,Vilas RE-5,2018/2019,School,Varicella,Non-Medical Exemption,2.27,44
40810,9386,Vilas RE-5,2019/2020,Kindergarten,,Summary Compliant,100,5
40811,9386,Vilas RE-5,2019/2020,Kindergarten,DTaP,Fully Immunized,60,5
40812,9386,Vilas RE-5,2019/2020,Kindergarten,DTaP,Non-Medical Exemption,40,5
40813,9386,Vilas RE-5,2019/2020,Kindergarten,HepB,Fully Immunized,60,5
40814,9386,Vilas RE-5,2019/2020,Kindergarten,HepB,Non-Medical Exemption,40,5
40815,9386,Vilas RE-5,2019/2020,Kindergarten,MMR,Fully Immunized,60,5
40816,9386,Vilas RE-5,2019/2020,Kindergarten,MMR,Non-Medical Exemption,40,5
40817,9386,Vilas RE-5,2019/2020,Kindergarten,Polio,Fully Immunized,60,5
40818,9386,Vilas RE-5,2019/2020,Kindergarten,Polio,Non-Medical Exemption,40,5
40819,9386,Vilas RE-5,2019/2020,Kindergarten,Varicella,Fully Immunized,60,5
40820,9386,Vilas RE-5,2019/2020,Kindergarten,Varicella,Non-Medical Exemption,40,5
40821,9386,Vilas RE-5,2019/2020,School,,Summary Compliant,100,96
40822,9386,Vilas RE-5,2019/2020,School,DTaP,Fully Immunized,80.21,96
40823,9386,Vilas RE-5,2019/2020,School,DTaP,Non-Medical Exemption,19.79,96
40824,9386,Vilas RE-5,2019/2020,School,HepB,Fully Immunized,80.21,96
40825,9386,Vilas RE-5,2019/2020,School,HepB,Non-Medical Exemption,19.79,96
40826,9386,Vilas RE-5,2019/2020,School,MMR,Fully Immunized,80.21,96
40827,9386,Vilas RE-5,2019/2020,School,MMR,Non-Medical Exemption,19.79,96
40828,9386,Vilas RE-5,2019/2020,School,Polio,Fully Immunized,80.21,96
40829,9386,Vilas RE-5,2019/2020,School,Polio,Non-Medical Exemption,19.79,96
40830,9386,Vilas RE-5,2019/2020,School,Tdap,Fully Immunized,50,96
40831,9386,Vilas RE-5,2019/2020,School,Tdap,In Process,1.04,96
40832,9386,Vilas RE-5,2019/2020,School,Tdap,Non-Medical Exemption,8.33,96
40833,9386,Vilas RE-5,2019/2020,School,Varicella,Fully Immunized,78.13,96
40834,9386,Vilas RE-5,2019/2020,School,Varicella,In Process,2.08,96
40835,9386,Vilas RE-5,2019/2020,School,Varicella,Non-Medical Exemption,19.79,96
40836,9386,Vilas RE-5,2020/2021,Kindergarten,,Summary Compliant,100,4
40837,9386,Vilas RE-5,2020/2021,Kindergarten,DTaP,Fully Immunized,100,4
40838,9386,Vilas RE-5,2020/2021,Kindergarten,HepB,Fully Immunized,100,4
40839,9386,Vilas RE-5,2020/2021,Kindergarten,MMR,Fully Immunized,100,4
40840,9386,Vilas RE-5,2020/2021,Kindergarten,Polio,Fully Immunized,100,4
40841,9386,Vilas RE-5,2020/2021,Kindergarten,Varicella,Fully Immunized,100,4
40842,9386,Vilas RE-5,2020/2021,School,,Summary Compliant,100,65
40843,9386,Vilas RE-5,2020/2021,School,DTaP,Fully Immunized,96.92,65
40844,9386,Vilas RE-5,2020/2021,School,DTaP,Non-Medical Exemption,3.08,65
40845,9386,Vilas RE-5,2020/2021,School,HepB,Fully Immunized,96.92,65
40846,9386,Vilas RE-5,2020/2021,School,HepB,Non-Medical Exemption,3.08,65
40847,9386,Vilas RE-5,2020/2021,School,MMR,Fully Immunized,96.92,65
40848,9386,Vilas RE-5,2020/2021,School,MMR,Non-Medical Exemption,3.08,65
40849,9386,Vilas RE-5,2020/2021,School,Polio,Fully Immunized,96.92,65
40850,9386,Vilas RE-5,2020/2021,School,Polio,Non-Medical Exemption,3.08,65
40851,9386,Vilas RE-5,2020/2021,School,Tdap,Fully Immunized,66.15,65
40852,9386,Vilas RE-5,2020/2021,School,Tdap,Non-Medical Exemption,1.54,65
40853,9386,Vilas RE-5,2020/2021,School,Varicella,Fully Immunized,95.38,65
40854,9386,Vilas RE-5,2020/2021,School,Varicella,Non-Medical Exemption,4.62,65
40855,9386,Vilas RE-5,2021/2022,Kindergarten,,Summary Compliant,100,4
40856,9386,Vilas RE-5,2021/2022,Kindergarten,DTaP,Fully Immunized,75,4
40857,9386,Vilas RE-5,2021/2022,Kindergarten,DTaP,Non-Medical Exemption,25,4
40858,9386,Vilas RE-5,2021/2022,Kindergarten,HepB,Fully Immunized,75,4
40859,9386,Vilas RE-5,2021/2022,Kindergarten,HepB,Non-Medical Exemption,25,4
40860,9386,Vilas RE-5,2021/2022,Kindergarten,MMR,Fully Immunized,75,4
40861,9386,Vilas RE-5,2021/2022,Kindergarten,MMR,Non-Medical Exemption,25,4
40862,9386,Vilas RE-5,2021/2022,Kindergarten,Polio,Fully Immunized,75,4
40863,9386,Vilas RE-5,2021/2022,Kindergarten,Polio,Non-Medical Exemption,25,4
40864,9386,Vilas RE-5,2021/2022,Kindergarten,Varicella,Fully Immunized,75,4
40865,9386,Vilas RE-5,2021/2022,Kindergarten,Varicella,Non-Medical Exemption,25,4
40866,9386,Vilas RE-5,2021/2022,School,,Summary Compliant,100,70
40867,9386,Vilas RE-5,2021/2022,School,DTaP,Fully Immunized,95.71,70
40868,9386,Vilas RE-5,2021/2022,School,DTaP,Non-Medical Exemption,4.29,70
